,definition,downvotes,mnemonics,upvotes,word
1517,"[""(noun) either of two times of the year when the sun crosses the plane of the earth's equator and day and night are of equal length"", '                (noun) (astronomy) either of the two celestial points at which the celestial equator intersects the ecliptic']","['3', '3', '0', '8']","['Equi+ nocturnal.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    eq+inox - when the spring and autumn season appears we are happy to go to INOX for wtching movies', 'Equinox ---> Equ- which its latin root is aequus meaning equal and nox which is a latin word meaning night. If these two words get together, the whole word figuratively means equal night. The day and night are equal in equinox', 'remember ur geography lectures']","['5', '3', '1', '0']",equinox
1518,['(noun) equality of distribution'],"['3', '0', '0', '0', '0']","['equi + pose => If you hold an equal weight in both hands you will have a better pose.', 'Equipoise=> Break it as EQUAL +POSITION, i.e a ""state of balance.""', 'Equi+poise is balanced of weight of equal~ POISE( a unit of weight)', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Equipoise=> Break it as EQUAL +POSITION, i.e a ""state of balance.""', 'Ind V Pak match is equally poised.. Ravi Shastri']","['9', '7', '3', '3', '0']",equipoise
1519,['(adj) fair to all parties as dictated by reason and conscience'],"['0', '0']","['Mom made a cake and distributed it EQUALLY to everyone sitting at the TABLE, being impartial and fair ..', 'Having EQUAL TABLEs in division of assets']","['35', '0']",equitable
1520,"['(noun) the difference between the market value of a property and the claims held against it', '                (noun) the ownership interest of shareholders in a corporation', '                (noun) conformity with rules or standards']",[],[],[],equity
1521,"['(adj) open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead', '(adj) open to question', '(adj) uncertain as a sign or indication']","['1', '1', '1', '0', '0']","['If everyone spoke in an ""equal-voice"" you wouldn\'t be able to decipher who was calling.', 'equally vocal about both the ideas which are contradictory..', ""It's just talk, it doesn't mean anything: It's EQUAL to VOCAL."", ""Both party's advocates are equivocal. they always mislead judge.. vocate in advocate relates to vocal"", 'The opposite of equivocal (ambiguous/uncertain) is unequivocal (absolute/certain)']","['40', '4', '1', '0', '0']",equivocal
1522,['(verb) be deliberately ambiguous or unclear in order to mislead or withhold information'],"['3', '5', '1', '1', '0', '0']","['equi(equal) vocal(sound)... if we make similar sounds then it would be ambiguous(unclear) to distinguish!!', 'equi+vocate sounds like advocate... corrupt advocates LIE, to CONCEAL THE TRUTH which MISLEADS the judge..', 'equivocate = equi + vocate = equal + voice ~ambiguous', ""Don't equivocate, say it straight"", 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Equivovate - when someone equally -- agrees(vocate) with two pwople... he is lying', 'adVOCATE  always MISLEAD the judge even though if he is NOT CLEAR about the case...']","['35', '17', '4', '2', '1', '0']",equivocate
1523,"['(verb) become ground down or deteriorate', '(verb) remove soil or rock']","['0', '2', '1', '0']","['Erode~corrode--->eating away.....', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    iron rod in rain and sun, gets eroded', 'Eat + corrode.', 'Erode- rode->ride a horse so its hoof']","['7', '3', '1', '0']",erode
1524,"['(noun) an erotic person', '                (adj) giving sexual pleasure; sexually arousing']","['12', '2']","['who wouldnt like to read erotic novels...........if u know wat i mean ..hahhah', 'sorry to say']","['2', '0']",erotic
1525,"['(adj) straying from the right course or from accepted standards', '(adj) uncontrolled motion that is irregular or unpredictable']","['6', '1', '3', '11']","['Same as Aberrant ..', 'errant=err(error)+ ant = If there is a error in ant plan they were wandering every where', 'running errands without a plan, and therefore making errors.', 'errant : wandering split this word as er + ran + t and assume when u make error [like u broke a monitor in college] then tum ran karate rahogo then u will become errant']","['29', '10', '4', '1']",errant
1526,"['(adj) liable to sudden unpredictable change', '(adj) having no fixed course', '(adj) likely to perform unpredictably']","['4', '5', '2', '2', '5', '2', '0']","['focus on ERR + atic..part of it,  and err is nothing but ERROR, and errors always look ODD, AND ARE unpredictable in nature.', 'sounds much similar\r\nto word erotic.....the acts in erotic scenes in movies are quite\r\nunpredictable', 'assmue you buy a new beautiful house ,elegent ,gorgeous kitchen..suddenly out of nowhere u see a rat in the attic ,which would  be odd and unpredictable\r\nerratic=odd,unpredictable', 'ERR—error—something that has error is IRREGULAR', 'erratic ~ errata -> so many things -> unpredictable which one', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    ERRATIC: It sounds simlar to ""Erection"",so whenever ur Penis(Dick)Erects ur mood changes suddenly(High sexual mood lo low mood)......-----', 'error is not\r\n predictable']","['12', '11', '4', '2', '1', '1', '0']",erratic
1527,['(adj) containing or characterized by error'],"['0', '3', '0']","['Sounds like: ""Error in us""--> Something that is full of errors and mistakes.', 'the root err means to wander , so think some one is wandering and he is mistaken for a thief or something else', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    ERROr+in+urs; wife shouted ERROR IS IN YOU while you take a wrong decision']","['9', '0', '0']",erroneous
1528,['(adj) having or showing profound knowledge'],"['7', '14', '0', '2', '0', '10', '1', '0', '4', '1', '0', '0', '0', '0']","['taken from rude+ite...in olden days people who were higly educated were basically very rude...as they were having profound knowledge of a subject they use to behave very rudely with less educated or illiterates people.', 'e+RUD(RUDE)+IT+e....now just concentrate on RUDE IT....NOW THINK OF rude IT PROFESSIONAL WHO IS BASICALLY CONSIDERED AS A LEARNED man..or scholarly.', 'R U DEITY? Are you a deity; deities are gods and know it all.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    erudite has Latin root: eruditus = e + rudis = e + rude(untrained)\r\nAfter training ruder, he becomes an erudite person', 'ER (Engineer)-U-di(did)-IT(it)-E ..... you have gr8 knowledge if u becum an engineer.', 'the letters in the word are E-R-U-D-I-T-E...pull out the letters E-D-U\r\n\r\nEDU is short for education. Being educated= scholastic, learned and wise.', 'Focus on ERU ... sounds like Hero... heroes usually show profundity in movies', '[a+rude+elite]= elits are rude, cos they have erudite skills', 'HERO+DITE- ppl eating HERO DITE are erudite', 'sounds like rite... right only a person having profound knowledge knows what is right', 'there is a CAT preparation institution called ERUDITE', 'Think of a person called Dite. He\'s very well educated, so you listen to him carefully, and you encourage him to speak: ""I hear you, Dite!""', ""When you are right, people think you're erudite."", 'Ex-Rude. You are no longer rude which means belonging to an early stage of technical development; characterized by simplicity and (often) crudeness. You are now educated and instructed.']","['40', '18', '7', '5', '3', '1', '1', '1', '0', '0', '0', '0', '0', '0']",erudite
1529,"['(noun) a wild and exciting undertaking (not necessarily lawful)', '(noun) any carefree episode']","['6', '4', '5', '0', '1', '0']","['You cannot ESCAP(ad)E from the police by giving  PRANK calls.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Remember it with the movie Harold and Kumar they had the wildest escapade searching for white castle', 'escap(E)+ade....you always try to escape from any kind of wild prank or fighty conduct.................\r\nan escapade:..........', 'The Exciting Escapades of Mr. Bean (1990) (V)', 'Escapade=Escape + Parade :- It would certainly be a risky or adventerous for a police man to escape when parade is going on.', ""let's say  it as - is ka ped\r\niss(es) ka(ca) ped(pade...\r\ngaaon mein ped ke niche baith ke gaon walon ko jhoothi baatein bolkar pranks khel raha tha...""]","['36', '6', '3', '3', '2', '1']",escapade
1530,['(verb) avoid and stay away from deliberately; stay clear of'],"['2', '8', '1', '1', '0', '0', '0', '3', '1', '0', '0']","['Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    es+CHEW... CHEWING a CHEWINGGUM IS A BAD HABIT while working in an office, so you must avoid this HABIT.', 'ppl tend to avoid u..when u have severe cold and u say..""AAAh chuu!!""', 'EScape from CHEWing tobacco.', 'we chew Chewing Gum to avoid Smoking habit', 'eSCHEW could be thought as ""SHOO"".. as in shoo away, which is a form of avoiding...', 'If somebody have just pulled out his tooth then he cannot  chew...so he would have to ESCHEW (Avoid) chewing...', ""Eschew cashew's if you're allergic to nuts!"", 'To avoid having to ""chew the cud"" with her, I shun answering the phone.', 'es+CHEW - You chew a chewing gum but you HABITUALLY AVOID gulping it.', 'Ee + shoe - Avoid it. This shoes is very old and torn. avoid using it.', 'Rhymes with Skew- not in a straight direction hence u AVOID whats ahead of  you']","['83', '24', '9', '4', '2', '1', '1', '0', '0', '0', '0']",eschew
1531,['(adj) confined to and understandable by only an enlightened inner circle'],"['11', '10', '17', '15', '8', '7', '2', '0', '0', '0', '0', '8', '3', '1', '0', '0']","['HISTORIC things are known to few people', 'the world is like Estrogen, which is a female hormone..and we all know that females are HARD TO  UNDERSTAND and KNOWN ONLY TO FEW :) !!', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Experts (E) are so (SO) fond of terrible (TER) words.', 'Esoteric <> Exoteric. Ex- = outside, external', 'its so tedha (hard to understand)', ""jumbling 'esoteric' gives the word 'secret'.. esoteric relates to secret brotherhood kind-of.. its mysterious and also understood only by the members of that group"", 'E-sot-eric sounds like: ""He sought eric"" to explain to him the difficult philosophy text.', 'esoTERIC-TERRIFIC.something terrific is difficult to understand', 'Esoteric: E(Einstein)+So+Teric(Terrific=of great size,amount,or intensity, excellent),Hence Einstein theories(general relativity) are SO Terific,only known or understood to only few', 'esoteric = e + storic = one story; It is included in a story.', 'A sort of trick - So understood by only few people', 'Eso sounds like ""S"" and ""O"" which stand for specific organization', 'toyota big...iota small', ""hE'S SO TERribly InCoherent"", 'e+so(some)+term\r\n\r\nSo few people', 'A religion that finds AIR SO TERRIfiC/ is known and understood only by a few.']","['87', '24', '8', '6', '3', '2', '1', '1', '1', '1', '1', '0', '0', '0', '0', '0']",esoteric
